name,Zip code,Number of reviewers,Overall score,Cleanliness,Comfort,Facilities,Staff,Value for money,Free WiFi,Location,good Fitness Center,Daily Housekeeping,Free Parking,Airport Shuttle (free),Private Parking,Spa,On-site Parking,Fitness Center,Family Rooms,Parking,Airport Shuttle,Air Conditioning,Free WiFi,Laundry,Water Park,Outdoor Pool,Pet Friendly,Indoor Pool,Elevator,Garden,Facilities for Disabled Guests,Bar,wonderful Fitness Center,Non-smoking Rooms,Terrace,Swimming Pool,very good Fitness Center,Restaurant,excellent Fitness Center,24-Hour Front Desk,WiFi,BBQ Facilities,Dist
Holiday Getaway Vista Cay - Three Bedroom Condominium,32819,0,0,,,,,,,,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(8.1 miles from center)
Sir Kaufmann Court Townhouse 7682 in Windsor Hills Resort Townhouse,34747,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,(19.3 miles from center)
Tropical Palms Premium Loft Cottage 31,34746,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,(16.2 miles from center)
7700 Water Oak Court - Three Bedroom Villa,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(20.5 miles from center)
EncoreResort 2014,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,(17.4 miles from center)
Florida Palms Vista Cay - Three Bedroom Condominium,32819,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,(8.1 miles from center)
The Windsor Hills Resort-7664,34747,6,8.8,8.8,8.8,9.2,8.8,8.3,10,9.2,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(19.3 miles from center)
Millenia Blvd 3302,32839,0,0,,,,,,,,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,(5 miles from center)
Tropical Palms Elite Two-Bedroom Loft Cottage 123,34746,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,(16.2 miles from center)
Crestview 7580M Five-Bedroom House,34783,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,(20.5 miles from center)
Westridge Two-Bedroom Condo #3269,32822,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(5 miles from center)
Cayview Avenue Condo #3066 Condo,32819,0,0,,,,,,,,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,(8.1 miles from center)
Tropical Palms Premium Two-Bedroom Loft Cottage 76,34746,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,(16.2 miles from center)
Nemo's Nook,34741,9,8.9,8.9,9.2,9.2,7.8,8.6,7.5,9.7,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(19.3 miles from center)
Stafford 470B Six-Bedroom House,34782,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,(21.1 miles from center)
Mandrake 650L Five-Bedroom House,34823,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,(20.5 miles from center)
Tropical Palms Premium Three-Bedroom Cottage 38,34746,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,(16.2 miles from center)
Lakeside Haven of Vista Cay - Three Bedroom Condominium,32819,0,0,,,,,,,,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,(8.1 miles from center)
Yarmouth Country Club - Three Bedroom Villa,32822,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(5.6 miles from center)
Vista Three Bedroom Apartment 7H9,32819,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,(8.1 miles from center)
Luxury Villas in Encore Waterpark,34747,25,9.1,9.1,9.2,9.3,9,8.7,10,9.2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,(20.5 miles from center)
Mandrake 441N Five-Bedroom House,34799,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,(20.5 miles from center)
Tropical Palms Elite Two-Bedroom Cottage 95,34746,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,(16.2 miles from center)
Magnificent Twelve Bedroom Home,33837,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,(22.4 miles from center)
Casa Rica 11,34747,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(19.3 miles from center)
Florida Hideaway at Vista Cay - Two Bedroom Condominium,32819,0,0,,,,,,,,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,(8.1 miles from center)
Encantada Resort 3000 - Four Bedroom Home,34747,0,0,,,,,,,,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(17.4 miles from center)
Casa Del Sol - Three Bedroom Condominium,32819,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(8.1 miles from center)
Laguna Vista - Three Bedroom Condominium,32819,0,0,,,,,,,,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,(8.1 miles from center)
townhome amazing location,32811,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(5 miles from center)
Mandrake 211M Five-Bedroom House,34776,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,(20.5 miles from center)
Tropical Palms Premium Two-Bedroom Loft Cottage 65,34746,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,(16.2 miles from center)
Tropical Palms Elite Two-Bedroom Cottage 87,34746,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,(16.2 miles from center)
Lakeview Dreams at Vista Cay - Two Bedroom Condominium,32819,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(8.1 miles from center)
Lake View Lodge - Three Bedroom Condominium,32819,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(8.1 miles from center)
Atrium Drive Getaway - Two Bedroom Condominium,32822,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(5 miles from center)
Tropical Palms Premium Loft Cottage 24,34746,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,(16.2 miles from center)
At Tideview at Vista Cay - Three Bedroom Townhome,32819,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(8.1 miles from center)
Rosen Centre Hotel Orlando Convention Center,32819,305,8.7,9,8.7,8.8,8.7,8,7.9,9.2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,(8.7 miles from center)
EncoreResort 1145,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,(20.5 miles from center)
Indian Ridge - 4415 Holiday Home,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(20.5 miles from center)
Lakeview Palms at Vista Cay - Three Bedroom Condominium,32819,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(8.1 miles from center)
Tropical Palms Premium Two-Bedroom Cottage 46,34746,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,(16.2 miles from center)
Island Palms - Two Bedroom Condominium,32819,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,(8.1 miles from center)
Cayview Avenue | 1009-Four Bedroom Lake Apartment,32819,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,(8.1 miles from center)
749 Much More Than a Simple Hotel,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(16.2 miles from center)
Stafford 311P Six-Bedroom House,34751,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,(20.5 miles from center)
It's a Small World,34746,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(16.2 miles from center)
Minnie's Movie House - Three Bedroom Villa,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(20.5 miles from center)
Boulevard House,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,(19.3 miles from center)
Tropical Palms Standard Two-Bedroom Cottage 9,34746,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,(16.2 miles from center)
Indian Ridge Oaks Silver - 409 Pool Home,34741,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(20.5 miles from center)
Tropical Palms Premium Two-Bedroom Loft Cottage 62,34746,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,(16.2 miles from center)
Beautiful Garden Vista Cay - Four Bedroom Condominium,32819,0,0,,,,,,,,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,(8.1 miles from center)
Windsor Hills Resort 2626,34747,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,(19.3 miles from center)
Hawthorne 200C Nine-Bedroom House,34791,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,(21.1 miles from center)
Three-Bedroom Villa 2821,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(19.3 miles from center)
Tropical Palms Elite Two-Bedroom Loft Cottage 124,34746,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,(16.2 miles from center)
Tropical Palms Standard Two-Bedroom Cottage 10,34746,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,(16.2 miles from center)
Millenia Blvd 3202,32839,0,0,,,,,,,,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,(5 miles from center)
Three Bedroom Townhouse 27OW79,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(18.6 miles from center)
Tropical Palms Premium Two-Bedroom Loft Cottage 61,34746,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,(16.2 miles from center)
Tropical Palms Premium Loft Cottage 27,34746,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,(16.2 miles from center)
Stafford 7607B Six-Bedroom House,34775,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,(20.5 miles from center)
Sunset Retreat - Two Bedroom Condominium,32819,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(8.1 miles from center)
Enchanting Dreams of Vista Cay - Two Bedroom Condominium,32819,0,0,,,,,,,,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,(8.1 miles from center)
Majestic Palms of Vista Cay - Three Bedroom Condominium,32819,0,0,,,,,,,,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(8.1 miles from center)
2627 Windsor Hills,34747,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(19.3 miles from center)
Festiva Orlando Resort,34747,520,8.6,8.3,8.4,8.4,8.8,8.9,8.9,8.7,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(19.9 miles from center)
Sun Kissed - Three Bedroom Condominium,32819,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(8.1 miles from center)
Vista Three Bedroom Apartment 3M3,32819,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,(8.1 miles from center)
Tropical Palms Premium Two-Bedroom Loft Cottage 71,34746,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,(16.2 miles from center)
Essex 7605M Thirteen-Bedroom House,34798,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,(20.5 miles from center)
Hampton Inn & Suites Orlando International Drive North,32819,478,8.8,8.9,8.8,8.6,9,8.5,7.9,8.8,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,(7.5 miles from center)
4126 Viz Cay,73073,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(8.1 miles from center)
Tropical Palms Premium Loft Cottage 26,34746,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,(16.2 miles from center)
Tropical Palms Premium Two-Bedroom Loft Cottage 59,34746,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,(16.2 miles from center)
Vista Cay Dream- Three Bedroom Condominium,32819,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(8.1 miles from center)
Hampton Inn Lake Buena Vista / Orlando,32836,586,9.0,9.1,8.9,8.8,9.3,8.9,8.9,9.1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(11.8 miles from center)
Dream Getaway at Vista Cay - Two Bedroom Condominium,32819,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(8.1 miles from center)
Endless Summer - Three Bedroom Condominium,32819,0,0,,,,,,,,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,(8.1 miles from center)
EncoreResort 2071,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,(17.4 miles from center)
2/3 Bed Condos Close to Disney,32821,5,9.8,10,10,10,10,9,10,5,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(9.9 miles from center)
Tropical Palms Premium Loft Cottage 29,34746,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,(16.2 miles from center)
Summer Escape Vista Cay - Three Bedroom Condominium,32819,0,0,,,,,,,,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,(8.1 miles from center)
Tropical Palms Premium Two-Bedroom Loft Cottage 72,34746,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,(16.2 miles from center)
La Quinta Inn & Suites Orlando UCF,32826,67,9.3,9.5,9.3,9.2,9.6,9.1,9.6,9.4,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(11.2 miles from center)
Penthouse Pleasure at Vista Cay - Three Bedroom Condominium,32819,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(8.1 miles from center)
Tropical Palms Premium Three-Bedroom Cottage 35,34746,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,(16.2 miles from center)
EncoreResort 2008,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,(21.1 miles from center)
Lancaster 210C Eight-Bedroom House,34763,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,(21.1 miles from center)
Penthouse Cabana,32819,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,(8.1 miles from center)
EncoreResort 2058,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,(21.1 miles from center)
Breakview Drive Condo #3091 Condo,32819,0,0,,,,,,,,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,(8.1 miles from center)
Tropical Palms Premium Two-Bedroom Loft Cottage 70,34746,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,(16.2 miles from center)
Windsor Hills Three Bedroom Apartment 9KK4,34747,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,(19.3 miles from center)
Ana's Joy of Vista Cay - Three Bedroom Condominium,32819,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(8.1 miles from center)
Paradise Palms 4 Bedroom-3039,34747,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(18 miles from center)
Tropical Palms Premium Three-Bedroom Cottage 40,34746,7,7.9,8.2,7.5,7.9,8.2,7.2,10,8.2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,(16.2 miles from center)
Breakview Drive Condo #3040 Condo,32819,0,0,,,,,,,,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,(8.1 miles from center)
Country Club Atrium Drive - Two Bedroom Condominium,32822,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(5 miles from center)
Cayview Ave l 3005-Three Bedroom Apartment,32819,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(8.1 miles from center)
EncoreResort 2037,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,(21.1 miles from center)
EncoreResort 2110,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,(21.1 miles from center)
Lake View Classic,32819,0,0,,,,,,,,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,(8.1 miles from center)
Brand new Luxury 6bd Villa,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(19.3 miles from center)
Vista 3 Bedroom SIMON,32819,0,0,,,,,,,,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,(8.1 miles from center)
Millenia Palms 3209,32839,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(5 miles from center)
Kingston 341L Six-Bedroom House,34801,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,(20.5 miles from center)
French Breeze of Vista Cay - Three Bedroom Condominium,32819,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(8.1 miles from center)
Vista Cay Gem - Three Bedroom Condominium,32819,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,(8.1 miles from center)
Tropical Palms Elite Two-Bedroom Loft Cottage 127,34746,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,(16.2 miles from center)
Cayview Avenue l 1001-Three Bedroom Apartment,32819,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,(8.1 miles from center)
EncoreResort 2007,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,(21.1 miles from center)
Vista Apartment Three Bedroom Apartment L0K,32819,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,(8.1 miles from center)
Tropical Palms Premium Two-Bedroom Loft Cottage 67,34746,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,(16.2 miles from center)
Vista Apartment Three Bedroom Apartment G3F,32819,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,(8.1 miles from center)
Lake View Joy - Two Bedroom Condominium,32819,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(8.1 miles from center)
Magnolia Bend House #876091 Home,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,(19.9 miles from center)
Oakwater Resort 2847 - Three Bedroom Home,34747,0,0,,,,,,,,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(18.6 miles from center)
EncoreResort 2005,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,(21.1 miles from center)
Tropical Palms Premium Two-Bedroom Loft Cottage 66,34746,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,(16.2 miles from center)
Celebrity Place - Two Bedroom Condominium,32819,0,0,,,,,,,,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,(8.1 miles from center)
